Itemcode,Barcode,ItemName,Unit,PhysicalCount,Converted,Region,CountingTime
123917,8.93E+12,DOVE Dau Xa Phuc Hoi Hu Ton 170G/1 Chai,CHAI,4,1,Display,2.02104E+13
123931,8.93E+12,DOVE Sua Tam Duong Am Sau 180g/1Chai,CHAI,4,1,Display,2.02104E+13
124179,7.70E+12,GILLETTE Dao Cao Can Vang 2pcs/1Goi,GOI,8,1,Display,2.02104E+13
124210,8.89E+12,GILLETTE Dao Cao Rau Vector Plus 1pcs/1Cay,CAY,11,1,Display,2.02104E+13
124234,8.89E+12,GILLETTE Luoi Dao Cao Vector 2S/1Vi,VI,7,1,Display,2.02104E+13
124296,4.90E+12,HEAD&SHOULDERS Dau Goi Bac Ha Mat Lanh 173ml/1 Chai,CHAI,2,1,Display,2.02104E+13
124363,5.41E+12,HELEN HARPER Bong Tay Trang 80M/1 Goi,GOI,5,1,Display,2.02104E+13
124521,8.89E+12,KOTEX Style Bang Ve Sinh Sieu Mong Canh 8pcs/1Goi,GOI,7,1,Display,2.02104E+13
124650,12547433654,LISTERINE PhimNgam Bac Ha 24pcs/1 Vi,VI,9,1,Display,2.02104E+13
124791,4.01E+12,NIVEA Lan Ngan Mui Black & White 50ml/1Chai,CHAI,3,1,Display,2.02104E+13
124844,4.01E+12,NIVEA MEN Lan Ngan Mui Mat Lanh 50ml/1 Chai,CHAI,3,1,Display,2.02104E+13
124870,4.01E+12,NIVEA MEN Lan Ngan Mui Sieu Phan Tu Bac Nam 50ml/1 Chai,CHAI,2,1,Display,2.02104E+13
124909,4.01E+12,NIVEA Lan Ngan Mui Trang Mo Tham 50ml/1 Chai,CHAI,3,1,Display,2.02104E+13
125082,4.01E+12,NIVEA MEN Xit Ngan Mui Kho Thoang 150ml/1 Chai,CHAI,1,1,Display,2.02104E+13
125343,8.94E+12,OXY Kem Rua Mat 100g/1 Tuyp,TUYP,3,1,Display,2.02104E+13
125355,8.94E+12,OXY Kem Rua Mat Tac Dong Sau 100g/1 Tuyp,TUYP,3,1,Display,2.02104E+13
125575,4.90E+12,REJOICE Dau Goi Sieu Muot 170ml/1 Chai,CHAI,3,1,Display,2.02104E+13
